Codi_Districte,Import_Euros,Nom_Districte,Nom_Barri,Seccio_Censal,Codi_Barri,Any
7,17236,Horta-Guinardó,el Carmel,80,37,2022
7,18792,Horta-Guinardó,la Teixonera,81,38,2022
7,17614,Horta-Guinardó,la Teixonera,82,38,2022
7,16707,Horta-Guinardó,la Teixonera,83,38,2022
7,17574,Horta-Guinardó,la Teixonera,84,38,2022
7,18443,Horta-Guinardó,la Teixonera,85,38,2022
7,17016,Horta-Guinardó,la Teixonera,86,38,2022
7,18502,Horta-Guinardó,la Teixonera,87,38,2022
7,18082,Horta-Guinardó,la Teixonera,88,38,2022
7,20646,Horta-Guinardó,Sant Genís dels Agudells,89,39,2022
7,19094,Horta-Guinardó,Sant Genís dels Agudells,90,39,2022
7,19682,Horta-Guinardó,Sant Genís dels Agudells,91,39,2022
7,14991,Horta-Guinardó,Sant Genís dels Agudells,92,39,2022
7,18366,Horta-Guinardó,Sant Genís dels Agudells,93,39,2022
7,20531,Horta-Guinardó,Montbau,94,40,2022
7,20602,Horta-Guinardó,Montbau,95,40,2022
7,19197,Horta-Guinardó,Montbau,96,40,2022
7,23770,Horta-Guinardó,Montbau,97,40,2022
7,27418,Horta-Guinardó,la Vall d'Hebron,98,41,2022
7,23975,Horta-Guinardó,la Vall d'Hebron,99,41,2022
7,20867,Horta-Guinardó,la Vall d'Hebron,100,41,2022
7,21312,Horta-Guinardó,la Vall d'Hebron,101,41,2022
7,20747,Horta-Guinardó,la Clota,102,42,2022
7,19387,Horta-Guinardó,Horta,103,43,2022
7,18424,Horta-Guinardó,Horta,104,43,2022
7,23240,Horta-Guinardó,Horta,105,43,2022
7,21676,Horta-Guinardó,Horta,106,43,2022
7,25143,Horta-Guinardó,Horta,107,43,2022
7,22000,Horta-Guinardó,Horta,108,43,2022
7,18314,Horta-Guinardó,Horta,109,43,2022
7,22126,Horta-Guinardó,Horta,110,43,2022
7,24864,Horta-Guinardó,Horta,111,43,2022
7,22005,Horta-Guinardó,Horta,112,43,2022
7,19542,Horta-Guinardó,Horta,113,43,2022
7,22912,Horta-Guinardó,Horta,114,43,2022
7,26196,Horta-Guinardó,Horta,115,43,2022
7,21109,Horta-Guinardó,Horta,116,43,2022
7,22640,Horta-Guinardó,Horta,117,43,2022
7,21854,Horta-Guinardó,Horta,118,43,2022
7,19016,Horta-Guinardó,Horta,119,43,2022
7,19704,Horta-Guinardó,Horta,120,43,2022
7,17469,Horta-Guinardó,Horta,121,43,2022
7,20602,Horta-Guinardó,Horta,122,43,2022
7,22463,Horta-Guinardó,Horta,123,43,2022
8,20129,Nou Barris,Vilapicina i la Torre Llobeta,1,44,2022
8,22058,Nou Barris,Vilapicina i la Torre Llobeta,2,44,2022
8,19709,Nou Barris,Vilapicina i la Torre Llobeta,3,44,2022
8,18664,Nou Barris,Vilapicina i la Torre Llobeta,4,44,2022
8,20424,Nou Barris,Vilapicina i la Torre Llobeta,5,44,2022
8,20200,Nou Barris,Vilapicina i la Torre Llobeta,6,44,2022
8,21252,Nou Barris,Vilapicina i la Torre Llobeta,7,44,2022
8,20996,Nou Barris,Vilapicina i la Torre Llobeta,8,44,2022
8,19055,Nou Barris,Vilapicina i la Torre Llobeta,9,44,2022
8,23078,Nou Barris,Vilapicina i la Torre Llobeta,10,44,2022
8,21636,Nou Barris,Vilapicina i la Torre Llobeta,11,44,2022
8,21330,Nou Barris,Vilapicina i la Torre Llobeta,12,44,2022
8,19916,Nou Barris,Vilapicina i la Torre Llobeta,13,44,2022
8,18815,Nou Barris,Vilapicina i la Torre Llobeta,14,44,2022
8,17852,Nou Barris,Vilapicina i la Torre Llobeta,15,44,2022
8,20176,Nou Barris,Vilapicina i la Torre Llobeta,16,44,2022
8,21311,Nou Barris,Vilapicina i la Torre Llobeta,17,44,2022
8,19952,Nou Barris,Vilapicina i la Torre Llobeta,18,44,2022
8,18238,Nou Barris,Vilapicina i la Torre Llobeta,19,44,2022
8,19317,Nou Barris,Porta,20,45,2022
8,20474,Nou Barris,Porta,21,45,2022
8,19884,Nou Barris,Porta,22,45,2022
8,18004,Nou Barris,Porta,23,45,2022
8,18249,Nou Barris,Porta,24,45,2022
8,17137,Nou Barris,Porta,25,45,2022
8,20065,Nou Barris,Porta,26,45,2022
8,21780,Nou Barris,Porta,27,45,2022
8,18350,Nou Barris,Porta,28,45,2022
8,16529,Nou Barris,Porta,29,45,2022
8,17992,Nou Barris,Porta,30,45,2022
8,18605,Nou Barris,Porta,31,45,2022
8,19290,Nou Barris,Porta,32,45,2022
8,16200,Nou Barris,Porta,33,45,2022
8,15669,Nou Barris,Porta,34,45,2022
8,18517,Nou Barris,Porta,35,45,2022
8,15265,Nou Barris,Porta,36,45,2022
8,17333,Nou Barris,Porta,37,45,2022
8,16048,Nou Barris,el Turó de la Peira,38,46,2022
8,16899,Nou Barris,el Turó de la Peira,39,46,2022
8,14803,Nou Barris,el Turó de la Peira,40,46,2022
8,12691,Nou Barris,el Turó de la Peira,41,46,2022
8,19156,Nou Barris,el Turó de la Peira,42,46,2022
8,17806,Nou Barris,el Turó de la Peira,43,46,2022
8,14895,Nou Barris,el Turó de la Peira,44,46,2022
8,14644,Nou Barris,el Turó de la Peira,45,46,2022
8,16448,Nou Barris,el Turó de la Peira,46,46,2022
8,13864,Nou Barris,el Turó de la Peira,47,46,2022
8,13060,Nou Barris,Can Peguera,48,47,2022
8,16104,Nou Barris,Can Peguera,49,47,2022
8,22846,Nou Barris,la Guineueta,50,48,2022
8,20901,Nou Barris,la Guineueta,51,48,2022
8,19848,Nou Barris,la Guineueta,52,48,2022
8,22200,Nou Barris,la Guineueta,53,48,2022
8,19726,Nou Barris,la Guineueta,54,48,2022
8,24182,Nou Barris,la Guineueta,55,48,2022
8,18071,Nou Barris,la Guineueta,56,48,2022
8,19090,Nou Barris,la Guineueta,57,48,2022
8,17557,Nou Barris,la Guineueta,58,48,2022
8,18568,Nou Barris,la Guineueta,59,48,2022
8,20441,Nou Barris,Canyelles,60,49,2022
8,18152,Nou Barris,Canyelles,61,49,2022
8,19957,Nou Barris,Canyelles,62,49,2022
8,21996,Nou Barris,Canyelles,63,49,2022
8,17417,Nou Barris,Canyelles,64,49,2022
8,13512,Nou Barris,les Roquetes,65,50,2022
8,12710,Nou Barris,les Roquetes,66,50,2022
8,15844,Nou Barris,les Roquetes,67,50,2022
8,13577,Nou Barris,les Roquetes,68,50,2022
8,13900,Nou Barris,les Roquetes,69,50,2022
8,13588,Nou Barris,les Roquetes,70,50,2022
8,14665,Nou Barris,les Roquetes,71,50,2022
8,16226,Nou Barris,les Roquetes,72,50,2022
8,12531,Nou Barris,les Roquetes,73,50,2022
8,13673,Nou Barris,les Roquetes,74,50,2022
8,15927,Nou Barris,Verdun,75,51,2022
8,16526,Nou Barris,Verdun,76,51,2022
8,13873,Nou Barris,Verdun,77,51,2022
8,14750,Nou Barris,Verdun,78,51,2022
8,14573,Nou Barris,Verdun,79,51,2022
8,15570,Nou Barris,Verdun,80,51,2022
8,13872,Nou Barris,Verdun,81,51,2022
8,16018,Nou Barris,Verdun,82,51,2022
8,16120,Nou Barris,la Prosperitat,83,52,2022
8,17480,Nou Barris,la Prosperitat,84,52,2022
8,16020,Nou Barris,la Prosperitat,85,52,2022
8,16763,Nou Barris,la Prosperitat,86,52,2022
8,16875,Nou Barris,la Prosperitat,87,52,2022
8,16395,Nou Barris,la Prosperitat,88,52,2022
8,17192,Nou Barris,la Prosperitat,89,52,2022
8,17676,Nou Barris,la Prosperitat,90,52,2022
8,17330,Nou Barris,la Prosperitat,91,52,2022
8,18226,Nou Barris,la Prosperitat,92,52,2022
8,16444,Nou Barris,la Prosperitat,93,52,2022
8,17553,Nou Barris,la Prosperitat,94,52,2022
8,20457,Nou Barris,la Prosperitat,95,52,2022
8,17424,Nou Barris,la Prosperitat,96,52,2022
8,16585,Nou Barris,la Prosperitat,97,52,2022
8,15885,Nou Barris,la Prosperitat,98,52,2022
8,15910,Nou Barris,la Prosperitat,99,52,2022
8,16303,Nou Barris,la Prosperitat,100,52,2022
8,17362,Nou Barris,la Prosperitat,101,52,2022
8,14765,Nou Barris,la Prosperitat,102,52,2022
8,12476,Nou Barris,la Trinitat Nova,103,53,2022
8,14232,Nou Barris,la Trinitat Nova,104,53,2022
8,14512,Nou Barris,la Trinitat Nova,105,53,2022
8,13229,Nou Barris,la Trinitat Nova,106,53,2022
8,14515,Nou Barris,la Trinitat Nova,107,53,2022
8,12951,Nou Barris,Torre Baró,108,54,2022
8,12687,Nou Barris,Torre Baró,109,54,2022
8,10703,Nou Barris,Ciutat Meridiana,110,55,2022
8,11465,Nou Barris,Ciutat Meridiana,111,55,2022
8,12000,Nou Barris,Ciutat Meridiana,112,55,2022
8,11690,Nou Barris,Ciutat Meridiana,113,55,2022
8,12653,Nou Barris,Ciutat Meridiana,114,55,2022
8,12268,Nou Barris,Ciutat Meridiana,115,55,2022
8,13420,Nou Barris,Vallbona,116,56,2022
8,20187,Nou Barris,la Guineueta,215,48,2022
9,11277,Sant Andreu,la Trinitat Vella,1,57,2022
9,12393,Sant Andreu,la Trinitat Vella,2,57,2022
9,13022,Sant Andreu,la Trinitat Vella,3,57,2022
9,13679,Sant Andreu,la Trinitat Vella,4,57,2022
9,17357,Sant Andreu,la Trinitat Vella,5,57,2022
9,14087,Sant Andreu,Baró de Viver,6,58,2022
9,13270,Sant Andreu,Baró de Viver,7,58,2022
9,24696,Sant Andreu,el Bon Pastor,8,59,2022
9,19108,Sant Andreu,el Bon Pastor,9,59,2022
9,17028,Sant Andreu,el Bon Pastor,10,59,2022
9,14841,Sant Andreu,el Bon Pastor,11,59,2022
9,12416,Sant Andreu,el Bon Pastor,13,59,2022
9,14732,Sant Andreu,el Bon Pastor,14,59,2022
9,14743,Sant Andreu,el Bon Pastor,15,59,2022
9,21314,Sant Andreu,Sant Andreu,16,60,2022
9,22016,Sant Andreu,Sant Andreu,17,60,2022
9,20929,Sant Andreu,Sant Andreu,18,60,2022
9,22931,Sant Andreu,Sant Andreu,19,60,2022
9,22242,Sant Andreu,Sant Andreu,20,60,2022
9,23321,Sant Andreu,Sant Andreu,21,60,2022
9,24586,Sant Andreu,Sant Andreu,22,60,2022
9,23648,Sant Andreu,Sant Andreu,23,60,2022
9,23373,Sant Andreu,Sant Andreu,24,60,2022
9,23950,Sant Andreu,Sant Andreu,25,60,2022
9,24432,Sant Andreu,Sant Andreu,26,60,2022
9,23471,Sant Andreu,Sant Andreu,27,60,2022
9,26624,Sant Andreu,Sant Andreu,28,60,2022
9,21277,Sant Andreu,Sant Andreu,29,60,2022
9,23353,Sant Andreu,Sant Andreu,30,60,2022
9,23746,Sant Andreu,Sant Andreu,31,60,2022
9,18070,Sant Andreu,Sant Andreu,32,60,2022
9,21203,Sant Andreu,Sant Andreu,33,60,2022
9,18569,Sant Andreu,Sant Andreu,34,60,2022
9,21231,Sant Andreu,Sant Andreu,35,60,2022
9,22005,Sant Andreu,Sant Andreu,36,60,2022
9,18399,Sant Andreu,Sant Andreu,37,60,2022
9,22418,Sant Andreu,Sant Andreu,38,60,2022
9,21937,Sant Andreu,Sant Andreu,39,60,2022
9,23237,Sant Andreu,Sant Andreu,40,60,2022
9,20990,Sant Andreu,Sant Andreu,41,60,2022
9,23540,Sant Andreu,Sant Andreu,42,60,2022
9,21034,Sant Andreu,Sant Andreu,43,60,2022
9,22297,Sant Andreu,Sant Andreu,44,60,2022
9,22165,Sant Andreu,Sant Andreu,45,60,2022
9,23688,Sant Andreu,Sant Andreu,46,60,2022
9,23996,Sant Andreu,Sant Andreu,47,60,2022
9,21629,Sant Andreu,Sant Andreu,48,60,2022
9,20657,Sant Andreu,Sant Andreu,49,60,2022
9,22618,Sant Andreu,Sant Andreu,50,60,2022
9,23330,Sant Andreu,Sant Andreu,51,60,2022
9,22080,Sant Andreu,Sant Andreu,52,60,2022
9,23773,Sant Andreu,Sant Andreu,53,60,2022
9,23239,Sant Andreu,Sant Andreu,54,60,2022
9,17337,Sant Andreu,la Sagrera,55,61,2022
9,21923,Sant Andreu,la Sagrera,56,61,2022
9,19893,Sant Andreu,la Sagrera,57,61,2022
9,22175,Sant Andreu,la Sagrera,58,61,2022
9,21973,Sant Andreu,la Sagrera,59,61,2022
9,20304,Sant Andreu,la Sagrera,60,61,2022
9,23549,Sant Andreu,la Sagrera,61,61,2022
9,22296,Sant Andreu,la Sagrera,62,61,2022
9,24254,Sant Andreu,la Sagrera,63,61,2022
9,21811,Sant Andreu,la Sagrera,64,61,2022
9,20264,Sant Andreu,la Sagrera,65,61,2022
9,23978,Sant Andreu,la Sagrera,66,61,2022
9,19402,Sant Andreu,la Sagrera,67,61,2022
9,22022,Sant Andreu,la Sagrera,68,61,2022
9,20853,Sant Andreu,la Sagrera,69,61,2022
9,15935,Sant Andreu,la Sagrera,70,61,2022
9,19497,Sant Andreu,la Sagrera,71,61,2022
9,17767,Sant Andreu,la Sagrera,72,61,2022
9,21485,Sant Andreu,la Sagrera,73,61,2022
9,19705,Sant Andreu,el Congrés i els Indians,74,62,2022
9,19142,Sant Andreu,el Congrés i els Indians,75,62,2022
9,19956,Sant Andreu,el Congrés i els Indians,76,62,2022
9,21565,Sant Andreu,el Congrés i els Indians,77,62,2022
9,21894,Sant Andreu,el Congrés i els Indians,78,62,2022
9,21693,Sant Andreu,el Congrés i els Indians,79,62,2022
9,22030,Sant Andreu,el Congrés i els Indians,80,62,2022
9,21234,Sant Andreu,el Congrés i els Indians,81,62,2022
9,20410,Sant Andreu,el Congrés i els Indians,82,62,2022
9,21167,Sant Andreu,Navas,83,63,2022
9,22999,Sant Andreu,Navas,84,63,2022
9,21830,Sant Andreu,Navas,85,63,2022
9,20936,Sant Andreu,Navas,86,63,2022
9,23036,Sant Andreu,Navas,87,63,2022
9,19745,Sant Andreu,Navas,88,63,2022
9,20243,Sant Andreu,Navas,89,63,2022
9,19808,Sant Andreu,Navas,90,63,2022
9,21198,Sant Andreu,Navas,91,63,2022
9,21636,Sant Andreu,Navas,92,63,2022
9,21622,Sant Andreu,Navas,93,63,2022
9,21764,Sant Andreu,Navas,94,63,2022
9,21868,Sant Andreu,Navas,95,63,2022
9,19372,Sant Andreu,la Sagrera,156,61,2022
10,19961,Sant Martí,el Camp de l'Arpa del Clot,1,64,2022
10,21259,Sant Martí,el Camp de l'Arpa del Clot,2,64,2022
10,21904,Sant Martí,el Camp de l'Arpa del Clot,3,64,2022
10,21144,Sant Martí,el Camp de l'Arpa del Clot,4,64,2022
10,22222,Sant Martí,el Camp de l'Arpa del Clot,5,64,2022
10,24482,Sant Martí,el Camp de l'Arpa del Clot,6,64,2022
10,28803,Sant Martí,el Camp de l'Arpa del Clot,7,64,2022
10,22879,Sant Martí,el Camp de l'Arpa del Clot,8,64,2022
10,23043,Sant Martí,el Camp de l'Arpa del Clot,9,64,2022
10,21641,Sant Martí,el Camp de l'Arpa del Clot,10,64,2022
10,24347,Sant Martí,el Camp de l'Arpa del Clot,11,64,2022
10,23365,Sant Martí,el Camp de l'Arpa del Clot,12,64,2022
10,22895,Sant Martí,el Camp de l'Arpa del Clot,13,64,2022
10,22218,Sant Martí,el Camp de l'Arpa del Clot,14,64,2022
10,22038,Sant Martí,el Camp de l'Arpa del Clot,15,64,2022
10,23922,Sant Martí,el Camp de l'Arpa del Clot,16,64,2022
10,22146,Sant Martí,el Camp de l'Arpa del Clot,17,64,2022
10,20701,Sant Martí,el Camp de l'Arpa del Clot,18,64,2022
10,22131,Sant Martí,el Camp de l'Arpa del Clot,19,64,2022
10,20356,Sant Martí,el Camp de l'Arpa del Clot,20,64,2022
10,19977,Sant Martí,el Camp de l'Arpa del Clot,21,64,2022
10,21967,Sant Martí,el Camp de l'Arpa del Clot,22,64,2022
10,21595,Sant Martí,el Camp de l'Arpa del Clot,23,64,2022
10,22711,Sant Martí,el Camp de l'Arpa del Clot,24,64,2022
10,21551,Sant Martí,el Camp de l'Arpa del Clot,25,64,2022
10,23784,Sant Martí,el Clot,26,65,2022
10,22318,Sant Martí,el Clot,27,65,2022
10,21169,Sant Martí,el Clot,28,65,2022
10,20908,Sant Martí,el Clot,29,65,2022
10,21166,Sant Martí,el Clot,30,65,2022
10,21701,Sant Martí,el Clot,31,65,2022
10,23539,Sant Martí,el Clot,32,65,2022
10,24547,Sant Martí,el Clot,33,65,2022
10,20932,Sant Martí,el Clot,34,65,2022
10,23664,Sant Martí,el Clot,35,65,2022
10,24463,Sant Martí,el Clot,36,65,2022
10,17614,Sant Martí,el Clot,37,65,2022
10,23076,Sant Martí,el Clot,38,65,2022
10,20676,Sant Martí,el Clot,39,65,2022
10,21704,Sant Martí,el Clot,40,65,2022
10,22296,Sant Martí,el Clot,41,65,2022
10,20128,Sant Martí,el Parc i la Llacuna del Poblenou,42,66,2022
10,22526,Sant Martí,el Parc i la Llacuna del Poblenou,43,66,2022
10,22594,Sant Martí,el Parc i la Llacuna del Poblenou,44,66,2022
10,25267,Sant Martí,el Parc i la Llacuna del Poblenou,45,66,2022
10,24875,Sant Martí,el Parc i la Llacuna del Poblenou,46,66,2022
10,24245,Sant Martí,el Parc i la Llacuna del Poblenou,47,66,2022
10,25433,Sant Martí,el Parc i la Llacuna del Poblenou,48,66,2022
10,22686,Sant Martí,el Parc i la Llacuna del Poblenou,49,66,2022
10,24492,Sant Martí,el Parc i la Llacuna del Poblenou,50,66,2022
10,24673,Sant Martí,la Vila Olímpica del Poblenou,51,67,2022
10,32434,Sant Martí,la Vila Olímpica del Poblenou,52,67,2022
10,39389,Sant Martí,la Vila Olímpica del Poblenou,53,67,2022
10,30270,Sant Martí,la Vila Olímpica del Poblenou,54,67,2022
10,33672,Sant Martí,la Vila Olímpica del Poblenou,55,67,2022
10,21064,Sant Martí,el Poblenou,56,68,2022
10,21136,Sant Martí,el Poblenou,57,68,2022
10,21303,Sant Martí,el Poblenou,58,68,2022
10,24881,Sant Martí,el Poblenou,59,68,2022
10,21734,Sant Martí,el Poblenou,60,68,2022
10,24864,Sant Martí,el Poblenou,61,68,2022
10,23579,Sant Martí,el Poblenou,62,68,2022
10,24047,Sant Martí,el Poblenou,63,68,2022
10,25068,Sant Martí,el Poblenou,64,68,2022
10,24311,Sant Martí,el Poblenou,65,68,2022
10,24252,Sant Martí,el Poblenou,66,68,2022
10,31046,Sant Martí,el Poblenou,67,68,2022
10,26477,Sant Martí,el Poblenou,68,68,2022
10,27283,Sant Martí,el Poblenou,69,68,2022
10,22648,Sant Martí,el Poblenou,70,68,2022
10,25325,Sant Martí,el Poblenou,71,68,2022
10,23180,Sant Martí,el Poblenou,72,68,2022
10,20956,Sant Martí,el Poblenou,73,68,2022
10,21294,Sant Martí,el Poblenou,74,68,2022
10,20981,Sant Martí,el Poblenou,75,68,2022
10,25619,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,76,69,2022
10,28807,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,77,69,2022
10,29100,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,78,69,2022
10,24494,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,79,69,2022
10,31237,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,80,69,2022
10,16780,Sant Martí,el Besòs i el Maresme,81,70,2022
10,10515,Sant Martí,el Besòs i el Maresme,82,70,2022
10,9572,Sant Martí,el Besòs i el Maresme,83,70,2022
10,12536,Sant Martí,el Besòs i el Maresme,84,70,2022
10,11679,Sant Martí,el Besòs i el Maresme,85,70,2022
10,13735,Sant Martí,el Besòs i el Maresme,86,70,2022
10,13547,Sant Martí,el Besòs i el Maresme,87,70,2022
10,18730,Sant Martí,el Besòs i el Maresme,88,70,2022
10,13692,Sant Martí,el Besòs i el Maresme,89,70,2022
10,15516,Sant Martí,el Besòs i el Maresme,90,70,2022
10,17489,Sant Martí,el Besòs i el Maresme,91,70,2022
10,20616,Sant Martí,el Besòs i el Maresme,92,70,2022
10,21547,Sant Martí,el Besòs i el Maresme,93,70,2022
10,23220,Sant Martí,Provençals del Poblenou,94,71,2022
10,19213,Sant Martí,Provençals del Poblenou,95,71,2022
10,24078,Sant Martí,Provençals del Poblenou,96,71,2022
10,24989,Sant Martí,Provençals del Poblenou,97,71,2022
10,23393,Sant Martí,Provençals del Poblenou,98,71,2022
10,16386,Sant Martí,Provençals del Poblenou,99,71,2022
10,18450,Sant Martí,Provençals del Poblenou,100,71,2022
10,18647,Sant Martí,Provençals del Poblenou,101,71,2022
10,18409,Sant Martí,Provençals del Poblenou,102,71,2022
10,20021,Sant Martí,Provençals del Poblenou,103,71,2022
10,22703,Sant Martí,Provençals del Poblenou,104,71,2022
10,20822,Sant Martí,Sant Martí de Provençals,105,72,2022
10,20250,Sant Martí,Sant Martí de Provençals,106,72,2022
10,24358,Sant Martí,Sant Martí de Provençals,107,72,2022
10,19937,Sant Martí,Sant Martí de Provençals,108,72,2022
10,18685,Sant Martí,Sant Martí de Provençals,109,72,2022
10,18420,Sant Martí,Sant Martí de Provençals,110,72,2022
10,19560,Sant Martí,Sant Martí de Provençals,111,72,2022
10,23056,Sant Martí,Sant Martí de Provençals,112,72,2022
10,19093,Sant Martí,Sant Martí de Provençals,113,72,2022
10,16398,Sant Martí,Sant Martí de Provençals,114,72,2022
10,18000,Sant Martí,Sant Martí de Provençals,115,72,2022
10,17523,Sant Martí,Sant Martí de Provençals,116,72,2022
10,19259,Sant Martí,Sant Martí de Provençals,117,72,2022
10,23501,Sant Martí,Sant Martí de Provençals,118,72,2022
10,17443,Sant Martí,Sant Martí de Provençals,119,72,2022
10,18414,Sant Martí,Sant Martí de Provençals,120,72,2022
10,17734,Sant Martí,Sant Martí de Provençals,121,72,2022
10,22071,Sant Martí,Sant Martí de Provençals,122,72,2022
10,20091,Sant Martí,la Verneda i la Pau,123,73,2022
10,20263,Sant Martí,la Verneda i la Pau,124,73,2022
10,18186,Sant Martí,la Verneda i la Pau,125,73,2022
10,19505,Sant Martí,la Verneda i la Pau,126,73,2022
10,20864,Sant Martí,la Verneda i la Pau,127,73,2022
10,21346,Sant Martí,la Verneda i la Pau,128,73,2022
10,21053,Sant Martí,la Verneda i la Pau,129,73,2022
10,19804,Sant Martí,la Verneda i la Pau,130,73,2022
10,23106,Sant Martí,la Verneda i la Pau,131,73,2022
10,17613,Sant Martí,la Verneda i la Pau,132,73,2022
10,17163,Sant Martí,la Verneda i la Pau,133,73,2022
10,17326,Sant Martí,la Verneda i la Pau,134,73,2022
10,17668,Sant Martí,la Verneda i la Pau,135,73,2022
10,17681,Sant Martí,la Verneda i la Pau,136,73,2022
10,16165,Sant Martí,la Verneda i la Pau,137,73,2022
10,14054,Sant Martí,la Verneda i la Pau,138,73,2022
10,15838,Sant Martí,la Verneda i la Pau,139,73,2022
10,15926,Sant Martí,la Verneda i la Pau,140,73,2022
10,16256,Sant Martí,la Verneda i la Pau,141,73,2022
10,15399,Sant Martí,la Verneda i la Pau,142,73,2022
10,16402,Sant Martí,la Verneda i la Pau,143,73,2022
10,21047,Sant Martí,el Clot,234,65,2022
10,18576,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,235,69,2022
10,19369,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,236,69,2022
10,17676,Sant Martí,Provençals del Poblenou,237,71,2022
